time,P,G(i),H_sun,T2m,WS10m,Int
20130810:1111,613.3,388.59,52.24,18.1,4.55,0
20130810:1211,729.66,461.73,53.78,18.11,4.55,0
20130810:1311,804.86,509.83,51.48,18.24,4.55,0
20130810:1411,367.54,239.11,45.98,18.57,4.34,0
20130810:1511,654.04,415.81,38.4,18.83,3.93,0
20130810:1611,394.36,257.08,29.7,18.89,3.59,0
20130810:1711,188.26,132.7,20.51,18.63,3.1,0
20130810:1811,85.92,68.42,11.29,18.34,2.14,0
20130810:1911,1.42,7.6,2.43,18.03,1.93,0
20130810:2011,0,0,0,17.18,1.59,0
20130810:2111,0,0,0,16.09,1.79,0
20130810:2211,0,0,0,15.03,2,0
20130810:2311,0,0,0,14.85,2.14,0
20130811:0011,0,0,0,15.1,2.41,0
20130811:0111,0,0,0,15.28,2.69,0
20130811:0211,0,0,0,15.51,2.9,0
20130811:0311,0,0,0,15.38,3.1,0
20130811:0411,0,0,0,15,3.17,0
20130811:0511,11.34,16.89,3.97,14.67,3.31,0
20130811:0611,117.66,90.15,12.95,14.64,3.38,0
20130811:0711,404.48,263.82,22.2,15.85,4.34,0
20130811:0811,711.56,446.17,31.32,16.54,4.34,0
20130811:0911,536.42,339.8,39.84,17.74,4.41,0
20130811:1011,491.38,314.33,47.05,18.92,4.76,0
20130811:1111,1188.22,770.54,51.96,19.76,5.1,0
20130811:1211,1236.7,807.14,53.48,20.39,5.24,0
20130811:1311,1233.8,805.43,51.18,21.07,5.45,0
20130811:1411,1125.92,728.32,45.7,21.34,5.52,0
20130811:1511,881.76,563.76,38.14,21.32,5.45,0
20130811:1611,623.96,404.75,29.45,21.02,5.24,0
20130811:1711,286.12,215.49,20.26,20.58,4.97,0
20130811:1811,72.26,59.97,11.04,19.76,3.66,0
20130811:1911,2.9,9.29,2.17,18.5,3.24,0
20130811:2011,0,0,0,16.9,2.62,0
20130811:2111,0,0,0,15.79,2.34,0
20130811:2211,0,0,0,14.81,2.14,0
20130811:2311,0,0,0,14.12,2,0
20130812:0011,0,0,0,13.49,2.14,0
20130812:0111,0,0,0,12.93,2.34,0
20130812:0211,0,0,0,12.42,2.41,0
20130812:0311,0,0,0,12.08,2.41,0
20130812:0411,0,0,0,12,2.48,0
20130812:0511,10.5,16.05,3.76,12.04,2.41,0
20130812:0611,120.6,92.12,12.75,12.71,2.21,0
20130812:0711,252.12,167.79,21.99,13.84,2.41,0
20130812:0811,588.2,369.71,31.11,15.2,2.97,0
20130812:0911,1023.3,652.07,39.62,16.61,3.45,0
20130812:1011,794.3,501.99,46.8,17.53,4.07,0
20130812:1111,403.02,260.38,51.68,18.48,4.62,0
20130812:1211,776.38,492.54,53.18,19.05,4.97,0
20130812:1311,718.4,455.33,50.89,19.15,5.1,0
20130812:1411,751.86,475.22,45.42,19.12,5.31,0
20130812:1511,536.74,341.35,37.88,19.29,5.52,0
20130812:1611,350.6,229.08,29.19,18.89,5.45,0
20130812:1711,213.28,148.78,20.01,18.17,4.97,0
20130812:1811,75.78,61.66,10.78,17.54,4.41,0
20130812:1911,1.44,7.6,1.9,16.76,3.93,0
20130812:2011,0,0,0,15.94,3.93,0
20130812:2111,0,0,0,15.06,4.14,0
20130812:2211,0,0,0,14.15,4.14,0
20130812:2311,0,0,0,13.32,4.07,0
20130813:0011,0,0,0,12.66,4,0
20130813:0111,0,0,0,12.02,3.79,0
20130813:0211,0,0,0,11.42,3.59,0
20130813:0311,0,0,0,10.95,3.52,0
20130813:0411,0,0,0,10.54,3.45,0
20130813:0511,11.66,16.89,3.55,10.23,3.45,0
20130813:0611,81.16,63.92,12.54,10.97,3.17,0
20130813:0711,312.28,203.2,21.79,12.84,3.86,0
20130813:0811,582.02,362,30.9,14.4,4.41,0
20130813:0911,1160.5,734.74,39.39,15.64,4.48,0
20130813:1011,1057.8,669.69,46.55,16.95,4.9,0
20130813:1111,643.64,406.13,51.4,17.87,4.97,0
20130813:1211,1007.6,641.89,52.88,18.25,4.9,0
20130813:1311,772.5,488.87,50.59,18.56,4.83,0
20130813:1411,436.72,280.31,45.13,18.62,5.17,0
20130813:1511,520.78,330,37.6,17.4,4.34,0
20130813:1611,572.58,365.74,28.93,16.51,3.72,0
20130813:1711,277.86,202.03,19.75,15.89,3.03,0
20130813:1811,76.36,61.66,10.52,15.83,3.17,0
20130813:1911,0,5.07,1.64,15.87,2.28,0
20130813:2011,0,0,0,15.31,2.07,0
20130813:2111,0,0,0,14.81,2,0
20130813:2211,0,0,0,14.12,2.28,0
20130813:2311,0,0,0,13.56,2.34,0
20130814:0011,0,0,0,12.74,2.41,0
20130814:0111,0,0,0,12.12,2.48,0
20130814:0211,0,0,0,11.5,2.34,0
20130814:0311,0,0,0,10.93,2.21,0
20130814:0411,0,0,0,10.44,2,0
20130814:0511,10.62,16.05,3.33,9.96,1.79,0
20130814:0611,136.26,119.53,12.33,10.64,1.31,0
20130814:0711,501.06,330.43,21.58,13.72,1.03,0
20130814:0811,845.58,546.2,30.69,15.68,0.9,0
20130814:0911,1088.64,721.56,39.16,17.29,1.17,0
20130814:1011,1249.42,843.32,46.29,18.82,1.93,0
20130814:1111,1250.2,840.72,51.11,19.82,2.62,0
20130814:1211,897.44,580.77,52.58,20.1,3.38,0
20130814:1311,998.7,648.82,50.28,20.65,3.86,0
20130814:1411,693.84,444.33,44.84,20.37,3.93,0
20130814:1511,643.94,412.01,37.33,20.32,4,0
20130814:1611,421,275.31,28.66,20.29,3.93,0
20130814:1711,24.12,27.24,19.48,20.17,3.79,0
20130814:1811,63.2,54.06,10.26,19.55,3.1,0
20130814:1911,0,4.22,1.36,18.56,3.52,0
20130814:2011,0,0,0,17.68,3.31,0
20130814:2111,0,0,0,17.02,3.31,0
20130814:2211,0,0,0,16.63,3.17,0
20130814:2311,0,0,0,16.46,3.1,0
20130815:0011,0,0,0,16.3,3.1,0
20130815:0111,0,0,0,16.35,3.17,0
20130815:0211,0,0,0,16.21,3.03,0
20130815:0311,0,0,0,16.09,2.97,0
20130815:0411,0,0,0,16.13,3.03,0
20130815:0511,0,5.07,3.11,16.05,3.17,0
20130815:0611,86.76,69.55,12.12,16.22,3.38,0
20130815:0711,292.1,194.17,21.37,17.12,5.38,0
20130815:0811,361.08,233.56,30.47,18.15,5.66,0
20130815:0911,290.94,192.6,38.92,18.79,5.52,0
20130815:1011,605.12,384.77,46.03,20.04,5.52,0
20130815:1111,535.16,343.01,50.82,21.2,6.41,0
20130815:1211,1053.9,678.27,52.27,22.39,6.76,0
20130815:1311,529.52,341.32,49.97,22.62,6.9,0
20130815:1411,629.28,403.16,44.54,22.95,6.97,0
20130815:1511,241.66,165.29,37.04,22.1,6.41,0
20130815:1611,502.06,327.2,28.39,22.04,6,0
20130815:1711,177.72,128.33,19.21,22,6.07,0
20130815:1811,53.78,48.15,9.99,21.37,5.03,0
20130815:1911,0,0,0,20.43,4.07,0
20130815:2011,0,0,0,19.43,3.86,0
20130815:2111,0,0,0,18.46,3.86,0
20130815:2211,0,0,0,17.79,3.86,0
20130815:2311,0,0,0,16.94,3.79,0
20130816:0011,0,0,0,16.05,3.86,0
20130816:0111,0,0,0,15.57,3.93,0
20130816:0211,0,0,0,15.39,4,0
20130816:0311,0,0,0,15.44,4.21,0
20130816:0411,0,0,0,15.44,4.21,0
20130816:0511,0,2.53,2.89,15.32,4.21,0
20130816:0611,35.08,34.51,11.91,15.31,4.21,0
20130816:0711,46.98,42.68,21.16,16.1,3.79,0
20130816:0811,89.36,69.93,30.25,16.57,4.69,0
20130816:0911,219.52,148.94,38.69,17.04,4.41,0
20130816:1011,304.04,199.8,45.77,17.39,4.28,0
20130816:1111,366.98,238.1,50.53,18.09,4.62,0
20130816:1211,416.7,268.76,51.95,18.93,5.17,0
20130816:1311,405.26,262.23,49.66,19.17,4.97,0
20130816:1411,603.78,383.86,44.24,19.46,4.83,0
20130816:1511,637.54,406.03,36.76,19.91,4.48,0
20130816:1611,577.5,375.75,28.11,20.56,4.34,0
20130816:1711,216.38,155.59,18.94,20.88,4.07,0
20130816:1811,58.98,51.53,9.71,20.76,3.45,0
20130816:1911,0,0,0,19.52,1.86,0
20130816:2011,0,0,0,17.99,1.79,0
20130816:2111,0,0,0,16.88,1.86,0
20130816:2211,0,0,0,16.08,1.59,0
20130816:2311,0,0,0,14.98,1.66,0
20130817:0011,0,0,0,14.8,1.79,0
20130817:0111,0,0,0,14.25,2.28,0
20130817:0211,0,0,0,14.2,2.34,0
20130817:0311,0,0,0,14,2.55,0
20130817:0411,0,0,0,13.45,2.69,0
20130817:0511,3.06,9.29,2.67,12.75,2.55,0
20130817:0611,119.86,96.06,11.7,12.91,2.34,0
20130817:0711,450.48,294.98,20.95,14.69,2.55,0
20130817:0811,749.64,473.13,30.03,16.37,3.1,0
20130817:0911,1086.72,695.69,38.45,18.03,4.07,0
20130817:1011,364.72,237.4,45.5,19.09,5.17,0
20130817:1111,666.28,421.56,50.23,19.69,6.14,0
20130817:1211,866.48,547.68,51.63,20.26,6.97,0
20130817:1311,340.2,222.99,49.34,20.16,7.03,0
20130817:1411,176.76,124.42,43.94,19.79,7.24,0
20130817:1511,110.42,83.55,36.47,18.78,7.52,0
20130817:1611,303.58,199.21,27.83,17.82,6.97,0
20130817:1711,222.9,156.92,18.66,17.06,7.52,0
20130817:1811,17.56,21.96,9.43,16.48,6.34,0
20130817:1911,0,0,0,16.59,6.97,0
20130817:2011,0,0,0,16.48,7.03,0
20130817:2111,0,0,0,16.61,6.97,0
20130817:2211,0,0,0,16.84,6.69,0
20130817:2311,0,0,0,17.05,6.41,0
20130818:0011,0,0,0,17.19,6,0
20130818:0111,0,0,0,17.22,5.45,0
20130818:0211,0,0,0,17.15,5.31,0
20130818:0311,0,0,0,16.71,5.17,0
20130818:0411,0,0,0,16.14,4.62,0
20130818:0511,3.8,10.14,2.45,15.56,4.34,0
20130818:0611,127.78,112.88,11.48,15.75,4.28,0
20130818:0711,373.64,244.87,20.74,16.44,5.1,0
20130818:0811,0,0,0,17.43,5.1,0
20130818:0911,0,0,0,18.12,4.76,0
20130818:1011,0,0,0,19.2,4.69,0
20130818:1111,0,0,0,20.12,4.83,0
20130818:1211,715.58,457.01,51.31,20.81,5.17,0
20130818:1311,806.14,515.17,49.01,20.94,5.17,0
20130818:1411,1080.26,700.21,43.63,21.3,4.83,0
20130818:1511,784.6,502.76,36.17,21.41,4.69,0
20130818:1611,204.9,142.88,27.54,21.45,4.62,0
20130818:1711,255.6,196.13,18.38,21.31,4.07,0
20130818:1811,59,51.53,9.15,20.62,3.1,0
20130818:1911,0,0,0,19.25,2.97,0
20130818:2011,0,0,0,17.95,2.9,0
20130818:2111,0,0,0,17.34,3.17,0
20130818:2211,0,0,0,16.62,3.45,0
20130818:2311,0,0,0,15.6,3.72,0
20130819:0011,0,0,0,14.86,3.52,0
20130819:0111,0,0,0,13.89,3.17,0
20130819:0211,0,0,0,13.39,3.03,0
20130819:0311,0,0,0,13.07,3.03,0
20130819:0411,0,0,0,12.64,2.97,0
20130819:0511,0.18,5.91,2.23,12.29,2.76,0
20130819:0611,128.6,116.52,11.27,12.55,2.55,0
20130819:0711,522.04,340.76,20.52,13.86,3.03,0
20130819:0811,899.56,567.48,29.59,15.74,3.52,0
20130819:0911,1103.64,705.02,37.97,17.19,4,0
20130819:1011,898.5,569.69,44.96,18.04,4.34,0
20130819:1111,652.66,414.97,49.63,19.13,4.48,0
20130819:1211,969.08,622.65,50.99,19.86,4.55,0
20130819:1311,1008.1,650.18,48.69,20.33,4.55,0
20130819:1411,914.78,586.97,43.31,20.12,4.21,0
20130819:1511,588.12,376.05,35.87,20.05,4.14,0
20130819:1611,541.08,351.71,27.25,19.84,3.86,0
20130819:1711,196.58,141.17,18.1,19.66,3.31,0
20130819:1811,49.26,44.77,8.86,19.13,2.34,0
20130819:1911,0,0,0,18.55,2.62,0
20130819:2011,0,0,0,17.56,2.28,0
20130819:2111,0,0,0,16.62,2,0
20130819:2211,0,0,0,15.79,1.66,0
20130819:2311,0,0,0,14.94,1.17,0
20130820:0011,0,0,0,13.64,1.45,0
20130820:0111,0,0,0,13.23,1.72,0
20130820:0211,0,0,0,13.15,1.79,0
20130820:0311,0,0,0,13.01,1.93,0
20130820:0411,0,0,0,12.57,1.86,0
20130820:0511,0.82,6.76,2,12.21,1.66,0
20130820:0611,101.72,81.31,11.05,12.42,1.17,0
20130820:0711,446.36,293.91,20.31,14.26,1.1,0
20130820:0811,836.26,539.5,29.36,16.13,1.1,0
20130820:0911,1154.5,771.42,37.72,17.99,1.38,0
20130820:1011,1329.44,910.52,44.69,19.22,1.86,0
20130820:1111,1373.26,955.68,49.32,20.29,1.86,0
20130820:1211,1380.36,962.76,50.66,20.89,2,0
20130820:1311,1272.58,869.68,48.36,21.45,2.34,0
20130820:1411,1118.08,747.54,42.99,22.01,2.62,0
20130820:1511,981.24,648.06,35.57,22.17,2.62,0
20130820:1611,656.54,437.7,26.96,22.1,2.41,0
20130820:1711,249.48,199.65,17.81,22,2.21,0
20130820:1811,44.98,42.24,8.57,21.2,1.72,0
20130820:1911,0,0,0,19.58,2.41,0
20130820:2011,0,0,0,17.74,2.69,0
20130820:2111,0,0,0,16.79,2.97,0
20130820:2211,0,0,0,16.04,2.97,0
20130820:2311,0,0,0,15.24,2.62,0
20130821:0011,0,0,0,14.42,2.28,0
20130821:0111,0,0,0,13.7,2.07,0
20130821:0211,0,0,0,13.05,1.86,0
20130821:0311,0,0,0,12.39,1.72,0
20130821:0411,0,0,0,11.8,1.79,0
20130821:0511,0.84,6.76,1.77,11.43,1.72,0
20130821:0611,71.3,58.53,10.83,12.11,1.38,0
20130821:0711,416.76,274.32,20.09,14.51,1.38,0
20130821:0811,769.04,491.03,29.14,16.45,1.79,0
20130821:0911,1102.14,722.44,37.48,18.15,2.21,0
20130821:1011,1266.34,845.9,44.41,19.82,2.97,0
20130821:1111,1433.84,982.6,49.01,21.09,3.24,0
20130821:1211,1479.28,1027.89,50.33,22.24,3.24,0
20130821:1311,1374.26,942.77,48.02,23.13,3.38,0
20130821:1411,1199.24,804.36,42.67,23.81,3.66,0
20130821:1511,909.12,598.13,35.26,24.14,3.52,0
20130821:1611,588.56,392.82,26.66,24.08,3.31,0
20130821:1711,219.28,165.34,17.51,23.71,3.1,0
20130821:1811,52.04,47.3,8.27,22.8,2.48,0
20130821:1911,0,0,0,21.26,2.48,0
20130821:2011,0,0,0,19.92,2.62,0
20130821:2111,0,0,0,18.81,2.48,0
20130821:2211,0,0,0,18.03,2.28,0
20130821:2311,0,0,0,17.44,2.28,0
20130822:0011,0,0,0,17.02,1.79,0
20130822:0111,0,0,0,16.73,1.59,0
20130822:0211,0,0,0,16.51,1.66,0
20130822:0311,0,0,0,16.05,1.59,0
20130822:0411,0,0,0,15.92,1.31,0
20130822:0511,0,5.07,1.55,15.76,1.24,0
20130822:0611,27.2,29.06,10.62,15.72,1.03,0
20130822:0711,22.1,25.43,19.87,16.65,1.1,0
20130822:0811,138.24,100.81,28.91,17.62,1.1,0
20130822:0911,411.42,268.24,37.23,18.02,0.83,0
20130822:1011,90.74,71.75,44.13,19.03,0.97,0
20130822:1111,464.66,305.31,48.7,20.36,0.97,0
20130822:1211,132.74,98.99,49.99,21.45,1.24,0
20130822:1311,282.6,192.53,47.69,22.62,1.93,0
20130822:1411,184.98,131.68,42.34,22.31,2.21,0
20130822:1511,233.1,161.1,34.95,22.06,2.55,0
20130822:1611,190.92,134.77,26.36,21.47,2.69,0
20130822:1711,214.94,160.73,17.21,20.67,2.62,0
20130822:1811,49.12,44.77,7.97,19.7,2.62,0
20130822:1911,0,0,0,18.8,2.28,0
20130822:2011,0,0,0,17.48,2.62,0
20130822:2111,0,0,0,16.79,2.62,0
20130822:2211,0,0,0,16.07,2.41,0
20130822:2311,0,0,0,15.67,2.48,0
20130823:0011,0,0,0,15.54,2.69,0
20130823:0111,0,0,0,15.46,2.97,0
20130823:0211,0,0,0,15.4,2.9,0
20130823:0311,0,0,0,15.37,2.69,0
20130823:0411,0,0,0,15.11,2.69,0
20130823:0511,0,0,0,15.03,2.97,0
20130823:0611,115.94,106.17,10.39,15.44,3.38,0
20130823:0711,465.46,306.09,19.65,17.09,4.9,0
20130823:0811,861.2,544.73,28.68,18.69,4.9,0
20130823:0911,1179.9,760.53,36.98,20.02,5.1,0
20130823:1011,1368.42,904.56,43.85,21.49,5.24,0
20130823:1111,1384.38,925.16,48.38,22.68,5.24,0
20130823:1211,1128.9,742.07,49.65,23.5,5.24,0
20130823:1311,1161.6,768.26,47.34,24.04,5.03,0
20130823:1411,283.58,193,42.01,24.14,4.83,0
20130823:1511,327.42,219.57,34.63,23.83,4.76,0
20130823:1611,167.9,120.97,26.05,22.88,4.62,0
20130823:1711,68.84,58.12,16.91,21.43,3.93,0
20130823:1811,33.08,33.79,7.67,20.4,3.52,0
20130823:1911,0,0,0,19.49,3.59,0
20130823:2011,0,0,0,18.87,3.38,0
20130823:2111,0,0,0,18.5,3.03,0
20130823:2211,0,0,0,18.31,2.55,0
20130823:2311,0,0,0,18.2,2.21,0
20130824:0011,0,0,0,17.9,1.72,0
20130824:0111,0,0,0,17.12,1.79,0
20130824:0211,0,0,0,16.79,2,0
20130824:0311,0,0,0,16.63,2,0
20130824:0411,0,0,0,16.44,1.93,0
20130824:0511,0,0,0,16.28,2,0
20130824:0611,53.1,47.11,10.17,16.28,2,0
20130824:0711,99.36,76.29,19.43,16.47,2,0
20130824:0811,105.04,79.92,28.44,16.74,1.79,0
20130824:0911,130,95.36,36.72,16.96,1.86,0
20130824:1011,158.22,112.61,43.57,17.29,2.41,0
20130824:1111,170.02,119.88,48.06,17.61,2.69,0
20130824:1211,150.42,108.07,49.31,18.03,3.31,0
20130824:1311,268.58,179.82,47,18.89,4.07,0
20130824:1411,274.82,183.45,41.68,18.57,3.72,0
20130824:1511,114.4,86.28,34.31,18.8,3.45,0
20130824:1611,77.04,62.66,25.74,18.2,3.17,0
20130824:1711,25.78,28.15,16.6,17.13,4.41,0
20130824:1811,30.18,31.25,7.36,16.56,4.55,0
20130824:1911,0,0,0,16.24,4.97,0
20130824:2011,0,0,0,15.92,5.24,0
20130824:2111,0,0,0,15.6,5.52,0
20130824:2211,0,0,0,15.25,5.17,0
20130824:2311,0,0,0,14.88,4.69,0
20130825:0011,0,0,0,14.56,4.48,0
20130825:0111,0,0,0,14.35,4.41,0
20130825:0211,0,0,0,14.2,4.21,0
20130825:0311,0,0,0,14.2,4.07,0
20130825:0411,0,0,0,14.16,3.66,0
20130825:0511,0,0,0,14.29,3.66,0
20130825:0611,88.82,73.99,9.95,14.44,3.72,0
20130825:0711,248.88,167.12,19.2,15.33,3.59,0
20130825:0811,197.12,134.92,28.21,15.95,4.28,0
20130825:0911,737.06,462.25,36.47,17.36,4.41,0
20130825:1011,731.66,461.96,43.28,18.81,4.9,0
20130825:1111,476.98,306.38,47.74,19.92,5.31,0
20130825:1211,1249.44,814.94,48.97,20.79,5.45,0
20130825:1311,1207.56,787.09,46.65,21.38,5.38,0
20130825:1411,819.14,523.03,41.34,21.61,5.45,0
20130825:1511,792.24,506.71,33.98,21.74,5.17,0
20130825:1611,577.18,378.26,25.43,21.53,4.9,0
20130825:1711,215.56,168.02,16.29,21.06,4,0
20130825:1811,40.36,38.86,7.05,20.12,2.97,0
20130825:1911,0,0,0,18.7,2.62,0
20130825:2011,0,0,0,17.5,2.76,0
20130825:2111,0,0,0,16.5,2.83,0
20130825:2211,0,0,0,15.77,2.9,0
20130825:2311,0,0,0,15.29,2.97,0
20130826:0011,0,0,0,14.77,3.03,0
20130826:0111,0,0,0,14.5,3.1,0
20130826:0211,0,0,0,14.1,3.17,0
20130826:0311,0,0,0,13.9,3.24,0
20130826:0411,0,0,0,13.73,3.24,0
20130826:0511,0,0,0,13.72,3.24,0
20130826:0611,63.86,54.29,9.73,14.29,3.79,0
20130826:0711,250.58,168.64,18.98,16.29,4.21,0
20130826:0811,683.62,430.77,27.97,17.84,4.34,0
20130826:0911,1177.22,764.19,36.21,19.39,4.07,0
20130826:1011,1372.02,919.75,42.99,20.7,3.86,0
20130826:1111,1174,777.06,47.42,21.56,3.86,0
20130826:1211,1117.98,737.47,48.62,22.18,4.07,0
20130826:1311,827.12,535.8,46.3,22.22,4,0
20130826:1411,1007.36,660.59,41,22.62,3.72,0
20130826:1511,833.22,543.2,33.66,22.6,3.24,0
20130826:1611,613.48,408.04,25.11,22.39,3.17,0
20130826:1711,212.28,164.76,15.98,21.62,2.97,0
20130826:1811,34.26,34.63,6.73,20.43,2.62,0
20130826:1911,0,0,0,18.65,2.48,0
20130826:2011,0,0,0,16.93,2.41,0
20130826:2111,0,0,0,15.58,2.34,0
20130826:2211,0,0,0,14.53,2.21,0
20130826:2311,0,0,0,13.57,2.21,0
20130827:0011,0,0,0,12.86,2.14,0
20130827:0111,0,0,0,12.26,2.21,0
20130827:0211,0,0,0,11.81,2.14,0
20130827:0311,0,0,0,11.79,2.14,0
20130827:0411,0,0,0,11.82,2.07,0
20130827:0511,0,0,0,12.27,2.34,0
20130827:0611,67.64,57.01,9.5,12.47,2.76,0
20130827:0711,179,123.31,18.75,13.12,3.17,0
20130827:0811,418.5,264.65,27.74,14.29,3.45,0
20130827:0911,1162.7,749.71,35.95,16.03,3.03,0
20130827:1011,1385.92,929.3,42.7,17.7,2.9,0
20130827:1111,1451.12,995.82,47.09,19,2.69,0
20130827:1211,1457.02,1008.96,48.27,19.78,2.55,0
20130827:1311,1354.38,925.83,45.94,20.31,2.55,0
20130827:1411,1255.62,846.61,40.65,20.69,2.55,0
20130827:1511,986.84,647.08,33.32,20.8,2.69,0
20130827:1611,653.88,432.92,24.79,20.69,2.97,0
20130827:1711,226.82,186.51,15.66,20.25,3.17,0
20130827:1811,32.1,32.94,6.42,19.15,3.03,0
20130827:1911,0,0,0,17.66,2.9,0
20130827:2011,0,0,0,16.22,2.83,0
20130827:2111,0,0,0,15.08,2.55,0
20130827:2211,0,0,0,14.06,2.28,0
20130827:2311,0,0,0,13.1,2.14,0
20130828:0011,0,0,0,12.33,2.21,0
20130828:0111,0,0,0,11.74,2.21,0
20130828:0211,0,0,0,11.56,2.21,0
20130828:0311,0,0,0,11.48,2.07,0
20130828:0411,0,0,0,11.58,2.21,0
20130828:0511,0,0,0,11.95,2.62,0
20130828:0611,72.64,60.75,9.27,12,2.55,0
20130828:0711,234.74,156.92,18.52,12.51,2.34,0
20130828:0811,444.08,279.73,27.5,13.32,2.41,0
20130828:0911,1175.84,770.7,35.69,15.26,1.72,0
20130828:1011,1335.64,914.67,42.4,16.95,1.31,0
20130828:1111,1451.34,1034.65,46.76,18.38,1.03,0
20130828:1211,1454.12,1053.47,47.91,19.59,0.83,0
20130828:1311,1354.66,963.18,45.58,20.38,0.9,0
20130828:1411,1164.12,799.07,40.31,20.86,1.03,0
20130828:1511,864.3,573.11,32.99,21.05,1.1,0
20130828:1611,562.46,375.96,24.46,21.1,1.24,0
20130828:1711,212.7,173.59,15.34,20.86,0.9,0
20130828:1811,31.84,32.94,6.09,20.34,0.14,0
20130828:1911,0,0,0,18.81,1.59,0
20130828:2011,0,0,0,17.65,1.72,0
20130828:2111,0,0,0,16.98,1.72,0
20130828:2211,0,0,0,16.56,1.66,0
20130828:2311,0,0,0,16.13,1.52,0
20130829:0011,0,0,0,15.68,1.52,0
20130829:0111,0,0,0,15.09,1.72,0
20130829:0211,0,0,0,14.38,1.79,0
20130829:0311,0,0,0,13.88,1.93,0
20130829:0411,0,0,0,13.98,1.79,0
20130829:0511,0,0,0,14.06,1.93,0
20130829:0611,57,49.97,9.05,14.14,2,0
20130829:0711,435.32,286.41,18.29,14.97,2.14,0
20130829:0811,782.28,497.02,27.26,16.34,2.28,0
20130829:0911,1169.16,763.69,35.42,17.56,2.69,0
20130829:1011,1363.02,913.39,42.11,18.63,3.03,0
20130829:1111,1481.9,1002.18,46.43,19.8,3.93,0
20130829:1211,1483.98,1000.9,47.56,20.7,4.48,0
20130829:1311,1209.76,796.4,45.22,21.21,4.34,0
20130829:1411,1095.3,714.93,39.95,21.55,4.21,0
20130829:1511,845.68,544.68,32.65,21.53,4.14,0
20130829:1611,568.26,374.81,24.13,21.35,3.79,0
20130829:1711,198.18,155.88,15.02,20.92,2.83,0
20130829:1811,29.54,31.25,5.77,20.32,2.21,0
20130829:1911,0,0,0,19.25,2.48,0
20130829:2011,0,0,0,17.97,2.48,0
20130829:2111,0,0,0,17.01,2.55,0
20130829:2211,0,0,0,16.96,2.62,0
20130829:2311,0,0,0,16.44,2.69,0
20130830:0011,0,0,0,15.99,2.69,0
20130830:0111,0,0,0,15.49,2.69,0
20130830:0211,0,0,0,15.08,2.55,0
20130830:0311,0,0,0,14.8,2.34,0
20130830:0411,0,0,0,14.72,2.21,0
20130830:0511,0,0,0,14.62,2.14,0
20130830:0611,54.18,48.24,8.82,14.54,2.14,0
20130830:0711,223.6,152.34,18.06,16.21,3.79,0
20130830:0811,589.28,371.74,27.01,17.08,3.59,0
20130830:0911,882.28,558.53,35.16,18.04,3.93,0
20130830:1011,580.48,368.27,41.81,18.62,4.34,0
20130830:1111,928.98,591.07,46.1,19.32,4.97,0
20130830:1211,1026.18,656.95,47.2,20.27,5.52,0
20130830:1311,1084.88,699.75,44.86,21.35,5.59,0
20130830:1411,1210.52,789.53,39.6,21.98,5.31,0
20130830:1511,934.5,602.15,32.31,22.36,5.1,0
20130830:1611,474.32,313.54,23.8,22.58,4.9,0
20130830:1711,123.42,94.92,14.69,22.24,4.07,0
20130830:1811,22.54,26.19,5.44,21.37,3.72,0
20130830:1911,0,0,0,19.97,3.79,0
20130830:2011,0,0,0,19.18,4.41,0
20130830:2111,0,0,0,18.44,4.21,0
20130830:2211,0,0,0,17.77,3.79,0
20130830:2311,0,0,0,17.43,3.52,0
20130831:0011,0,0,0,17.4,3.38,0
20130831:0111,0,0,0,17.27,3.66,0
20130831:0211,0,0,0,16.78,3.79,0
20130831:0311,0,0,0,16.12,4,0
20130831:0411,0,0,0,15.18,4.48,0
20130831:0511,0,0,0,13.61,4.83,0
20130831:0611,106.92,99.85,8.59,12.53,4.76,0
20130831:0711,502.88,323.16,17.83,12.41,5.03,0
20130831:0811,894.5,549.85,26.77,12.94,5.03,0
20130831:0911,1220.12,766.96,34.89,13.96,4.69,0
20130831:1011,1389.6,896.54,41.51,15.1,4.48,0
20130831:1111,1520.18,1004.37,45.76,16.14,4.34,0
20130831:1211,1526.3,1015.71,46.84,17,4.28,0
20130831:1311,1408.92,929.16,44.49,17.64,4.14,0
20130831:1411,1225.56,795.84,39.24,18.28,4,0
20130831:1511,966.14,617.44,31.96,18.57,3.93,0
20130831:1611,598.8,389.55,23.47,18.45,4.21,0
20130831:1711,202.04,162.78,14.36,17.88,4.28,0
20130831:1811,22,25.34,5.11,16.75,3.86,0
20130831:1911,0,0,0,15.43,3.86,0
20130831:2011,0,0,0,14.47,3.45,0
20130831:2111,0,0,0,13.47,3.03,0
20130831:2211,0,0,0,12.63,2.97,0
20130831:2311,0,0,0,12.08,3.03,0
20130901:0011,0,0,0,11.56,3.03,0
20130901:0111,0,0,0,11.09,3.03,0
20130901:0211,0,0,0,10.63,2.97,0
20130901:0311,0,0,0,10.36,2.76,0
20130901:0411,0,0,0,10.12,2.55,0
20130901:0511,0,0,0,9.7,2.48,0
20130901:0611,51.44,45.7,8.36,9.89,2.41,0
20130901:0711,272.04,178.7,17.6,11.13,2.69,0
20130901:0811,308.6,198.37,26.52,12.8,3.45,0
20130901:0911,435.44,273.92,34.62,13.99,3.93,0
20130901:1011,1257.92,805.77,41.2,14.96,4,0
20130901:1111,1369.86,891.26,45.42,15.91,4.21,0
